GENENAME	GENEID	ENTREZID	GENEBIOTYPE
CFTR	LRG_663	1080	LRG_gene
CFTR-AS1	ENSG00000232661	NA	lncRNA
CFTRP1	ENSG00000228593	NA	unprocessed_pseudogene
CFTRP2	ENSG00000282921	NA	processed_pseudogene
CFTRP3	ENSG00000204555	NA	processed_pseudogene
CGA	ENSG00000135346	1081	protein_coding
CGAS	ENSG00000164430	115004	protein_coding
CGB1	ENSG00000267631	114335	protein_coding
CGB2	ENSG00000104818	114336	protein_coding
CGB3	ENSG00000104827	1082	protein_coding
CGB5	ENSG00000189052	93659	protein_coding
CGB7	ENSG00000196337	94027	protein_coding
CGB8	ENSG00000213030	94115	protein_coding
CGGBP1	ENSG00000163320	8545	protein_coding
CGN	ENSG00000143375	57530	protein_coding
CGNL1	ENSG00000128849	84952	protein_coding
CGREF1	ENSG00000138028	10669	protein_coding
CGRRF1	ENSG00000100532	10668	protein_coding
CH25H	ENSG00000138135	9023	protein_coding
CHAC1	ENSG00000128965	79094	protein_coding
CHAC2	ENSG00000143942	494143	protein_coding
CHAD	ENSG00000136457	1101	protein_coding
CHADL	ENSG00000100399	150356	protein_coding
CHAF1A	ENSG00000167670	10036	protein_coding
CHAF1B	ENSG00000159259	8208	protein_coding
CHAMP1	ENSG00000198824	283489	protein_coding
CHAT	ENSG00000070748	1103	protein_coding
CHCHD1	ENSG00000172586	118487	protein_coding
CHCHD10	ENSG00000250479	400916	protein_coding
CHCHD10	ENSG00000273607	400916	protein_coding
CHCHD2	ENSG00000106153	51142	protein_coding
CHCHD2P1	ENSG00000226902	NA	processed_pseudogene
CHCHD2P11	ENSG00000270809	NA	processed_pseudogene
CHCHD2P2	ENSG00000215006	NA	processed_pseudogene
CHCHD2P2	ENSG00000275346	NA	processed_pseudogene
CHCHD2P3	ENSG00000270849	NA	processed_pseudogene
CHCHD2P4	ENSG00000213118	NA	processed_pseudogene
CHCHD2P5	ENSG00000223490	NA	processed_pseudogene
CHCHD2P6	ENSG00000235084	NA	processed_pseudogene
CHCHD2P7	ENSG00000249973	NA	processed_pseudogene
CHCHD2P8	ENSG00000235115	NA	processed_pseudogene
CHCHD2P9	ENSG00000186940	NA	processed_pseudogene
CHCHD3	ENSG00000106554	54927	protein_coding
CHCHD3P1	ENSG00000236420	NA	processed_pseudogene
CHCHD3P2	ENSG00000257723	NA	processed_pseudogene
CHCHD3P3	ENSG00000214973	NA	processed_pseudogene
CHCHD4	ENSG00000163528	131474	protein_coding
CHCHD4P2	ENSG00000237360	NA	processed_pseudogene
CHCHD4P3	ENSG00000236156	NA	processed_pseudogene
CHCHD4P4	ENSG00000213964	NA	processed_pseudogene
CHCHD4P5	ENSG00000225222	NA	processed_pseudogene
CHCHD5	ENSG00000125611	84269	protein_coding
CHCHD6	ENSG00000159685	84303	protein_coding
CHCHD7	ENSG00000170791	79145	protein_coding
CHD1	ENSG00000153922	1105	protein_coding
CHD1L	ENSG00000131778	9557	protein_coding
CHD2	ENSG00000173575	1106	protein_coding
CHD3	ENSG00000170004	1107	protein_coding
CHD4	ENSG00000111642	1108	protein_coding
CHD5	ENSG00000116254	26038	protein_coding
CHD6	ENSG00000124177	84181	protein_coding
CHD7	ENSG00000171316	55636	protein_coding
CHD7	LRG_176	55636	LRG_gene
CHD8	ENSG00000100888	57680	protein_coding
CHD9	ENSG00000177200	80205	protein_coding
CHDH	ENSG00000016391	55349	protein_coding
CHEK1	ENSG00000149554	1111	protein_coding
CHEK2	ENSG00000183765	11200	protein_coding
CHEK2P2	ENSG00000259156	NA	transcribed_unprocessed_pseudogene
CHEK2P3	ENSG00000234898	NA	unprocessed_pseudogene
CHEK2P4	ENSG00000235969	NA	unprocessed_pseudogene
CHEK2P5	ENSG00000234541	NA	unprocessed_pseudogene
CHEK2P5	ENSG00000288509	NA	unprocessed_pseudogene
CHERP	ENSG00000085872	10523	protein_coding
CHFR	ENSG00000072609	55743	protein_coding
CHGA	ENSG00000100604	1113	protein_coding
CHGA	ENSG00000276781	1113	protein_coding
CHGB	ENSG00000089199	1114	protein_coding
CHI3L1	ENSG00000133048	1116	protein_coding
CHI3L2	ENSG00000064886	1117	protein_coding
CHIA	ENSG00000134216	27159	protein_coding
CHIAP1	ENSG00000236040	NA	unprocessed_pseudogene
CHIAP2	ENSG00000203878	NA	transcribed_unprocessed_pseudogene
CHIAP3	ENSG00000234020	NA	unprocessed_pseudogene
CHIC1	ENSG00000204116	53344	protein_coding
CHIC2	ENSG00000109220	26511	protein_coding
CHID1	ENSG00000177830	66005	protein_coding
CHIT1	ENSG00000133063	1118	protein_coding
CHKA	ENSG00000110721	1119	protein_coding
CHKB	ENSG00000100288	1120	protein_coding
CHKB	LRG_855	1120	LRG_gene
CHKB-CPT1B	ENSG00000254413	NA	protein_coding
CHKB-DT	ENSG00000205559	NA	lncRNA
CHL1	ENSG00000134121	10752	protein_coding
CHL1-AS1	ENSG00000234661	NA	lncRNA
CHL1-AS2	ENSG00000224318	NA	lncRNA
CHM	ENSG00000188419	1121	protein_coding
CHM	LRG_699	1121	LRG_gene
CHML	ENSG00000203668	1122	protein_coding
CHMP1A	ENSG00000131165	5119	protein_coding
CHMP1AP1	ENSG00000226662	NA	processed_pseudogene
CHMP1B	ENSG00000255112	57132	protein_coding
CHMP1B-AS1	ENSG00000267165	NA	lncRNA
CHMP1B2P	ENSG00000278530	NA	transcribed_unitary_pseudogene
CHMP2A	ENSG00000130724	27243	protein_coding
CHMP2B	ENSG00000083937	25978	protein_coding
CHMP3	ENSG00000115561	51652	protein_coding
CHMP4A	ENSG00000254505	29082	protein_coding
CHMP4A	ENSG00000285302	29082	protein_coding
CHMP4B	ENSG00000101421	128866	protein_coding
CHMP4BP1	ENSG00000258469	NA	processed_pseudogene
CHMP4C	ENSG00000164695	92421	protein_coding
CHMP5	ENSG00000086065	51510	protein_coding
CHMP6	ENSG00000176108	79643	protein_coding
CHMP7	ENSG00000147457	91782	protein_coding
CHN1	ENSG00000128656	1123	protein_coding
CHN2	ENSG00000106069	1124	protein_coding
CHODL	ENSG00000154645	140578	protein_coding
CHODL-AS1	ENSG00000231755	NA	lncRNA
CHORDC1	ENSG00000110172	26973	protein_coding
CHORDC1	ENSG00000285023	26973	protein_coding
CHORDC2P	ENSG00000259050	NA	processed_pseudogene
CHP1	ENSG00000187446	11261	protein_coding
CHP2	ENSG00000166869	63928	protein_coding
CHPF	ENSG00000123989	79586	protein_coding
CHPF2	ENSG00000033100	54480	protein_coding
CHPT1	ENSG00000111666	56994	protein_coding
CHRAC1	ENSG00000104472	54108	protein_coding
CHRD	ENSG00000090539	8646	protein_coding
CHRDL1	ENSG00000101938	91851	protein_coding
CHRDL2	ENSG00000054938	25884	protein_coding
CHRFAM7A	ENSG00000166664	89832	protein_coding
CHRFAM7A	ENSG00000275917	89832	protein_coding
CHRM1	ENSG00000168539	1128	protein_coding
CHRM2	ENSG00000181072	1129	protein_coding
CHRM2	LRG_405	1129	LRG_gene
CHRM3	ENSG00000133019	1131	protein_coding
CHRM3-AS1	ENSG00000234601	NA	lncRNA
CHRM3-AS2	ENSG00000233355	NA	lncRNA
CHRM4	ENSG00000180720	1132	protein_coding
CHRM5	ENSG00000184984	1133	protein_coding
CHRNA1	ENSG00000138435	1134	protein_coding
CHRNA10	ENSG00000129749	57053	protein_coding
CHRNA2	ENSG00000120903	1135	protein_coding
CHRNA3	ENSG00000080644	1136	protein_coding
CHRNA4	ENSG00000101204	1137	protein_coding
CHRNA5	ENSG00000169684	1138	protein_coding
CHRNA6	ENSG00000147434	8973	protein_coding
CHRNA7	ENSG00000175344	1139	protein_coding
CHRNA9	ENSG00000174343	55584	protein_coding
CHRNB1	ENSG00000170175	1140	protein_coding
CHRNB1	ENSG00000283946	1140	protein_coding
CHRNB2	ENSG00000160716	1141	protein_coding
CHRNB3	ENSG00000147432	1142	protein_coding
CHRNB4	ENSG00000117971	1143	protein_coding
CHRND	ENSG00000135902	1144	protein_coding
CHRNE	ENSG00000108556	1145	protein_coding
CHRNE	LRG_1254	1145	LRG_gene
CHRNG	ENSG00000196811	1146	protein_coding
CHROMR	ENSG00000223960	NA	lncRNA
CHST1	ENSG00000175264	8534	protein_coding
CHST10	ENSG00000115526	9486	protein_coding
CHST11	ENSG00000171310	50515	protein_coding
CHST12	ENSG00000136213	55501	protein_coding
CHST13	ENSG00000180767	166012	protein_coding
CHST14	ENSG00000169105	113189	protein_coding
CHST14	LRG_600	113189	LRG_gene
CHST15	ENSG00000182022	51363	protein_coding
CHST2	ENSG00000175040	9435	protein_coding
CHST3	ENSG00000122863	9469	protein_coding
CHST4	ENSG00000140835	10164	protein_coding
CHST5	ENSG00000135702	23563	protein_coding
CHST6	ENSG00000183196	4166	protein_coding
CHST7	ENSG00000147119	56548	protein_coding
CHST8	ENSG00000124302	64377	protein_coding
CHST9	ENSG00000154080	83539	protein_coding
CHSY1	ENSG00000131873	22856	protein_coding
CHSY3	ENSG00000198108	337876	protein_coding
CHTF18	ENSG00000127586	63922	protein_coding
CHTF8	ENSG00000168802	54921	protein_coding
CHTF8	ENSG00000168802	113455421	protein_coding
CHTF8P1	ENSG00000233543	NA	processed_pseudogene
CHTOP	ENSG00000160679	26097	protein_coding
CHUK	ENSG00000213341	1147	protein_coding
CHURC1	ENSG00000258289	91612	protein_coding
CHURC1-FNTB	ENSG00000125954	100529261	protein_coding
CIAO1	ENSG00000144021	9391	protein_coding
CIAO2A	ENSG00000166797	84191	protein_coding
CIAO2B	ENSG00000166595	51647	protein_coding
CIAO3	ENSG00000103245	64428	protein_coding
CIAPIN1	ENSG00000005194	57019	protein_coding
CIAPIN1P	ENSG00000263846	NA	processed_pseudogene
CIART	ENSG00000159208	148523	protein_coding
CIB1	ENSG00000185043	10519	protein_coding
CIB2	ENSG00000136425	10518	protein_coding
CIB3	ENSG00000141977	117286	protein_coding
CIB4	ENSG00000157884	130106	protein_coding
CIC	ENSG00000079432	23152	protein_coding
CIC	LRG_999	23152	LRG_gene
CICP1	ENSG00000233652	NA	processed_pseudogene
CICP10	ENSG00000224160	NA	processed_pseudogene
CICP11	ENSG00000237799	NA	processed_pseudogene
CICP12	ENSG00000225270	NA	processed_pseudogene
CICP13	ENSG00000234419	NA	processed_pseudogene
CICP14	ENSG00000281490	NA	processed_pseudogene
CICP16	ENSG00000248213	NA	processed_pseudogene
CICP17	ENSG00000227233	NA	processed_pseudogene
CICP18	ENSG00000217929	NA	transcribed_processed_pseudogene
CICP19	ENSG00000282059	NA	processed_pseudogene
CICP2	ENSG00000233740	NA	processed_pseudogene
CICP20	ENSG00000235955	NA	processed_pseudogene
CICP22	ENSG00000226220	NA	processed_pseudogene
CICP23	ENSG00000270921	NA	processed_pseudogene
CICP24	ENSG00000271466	NA	processed_pseudogene
CICP26	ENSG00000233003	NA	unprocessed_pseudogene
CICP27	ENSG00000233750	NA	processed_pseudogene
CICP3	ENSG00000229376	NA	processed_pseudogene
CICP4	ENSG00000232852	NA	processed_pseudogene
CICP5	ENSG00000233771	NA	unprocessed_pseudogene
CICP6	ENSG00000230304	NA	processed_pseudogene
CICP7	ENSG00000233653	NA	processed_pseudogene
CICP8	ENSG00000225371	NA	processed_pseudogene
CICP9	ENSG00000228882	NA	processed_pseudogene
CICP9	ENSG00000288268	NA	processed_pseudogene
CIDEA	ENSG00000176194	1149	protein_coding
CIDEB	ENSG00000136305	27141	protein_coding
CIDEB	ENSG00000285199	27141	protein_coding
CIDEC	ENSG00000187288	63924	protein_coding
CIDECP1	ENSG00000186162	NA	transcribed_unprocessed_pseudogene
CIITA	ENSG00000179583	4261	protein_coding
CIITA	LRG_49	4261	LRG_gene
CILP	ENSG00000138615	8483	protein_coding
CILP2	ENSG00000160161	148113	protein_coding
CINP	ENSG00000100865	51550	protein_coding
CIP2A	ENSG00000163507	57650	protein_coding
CIPC	ENSG00000198894	85457	protein_coding
CIR1	ENSG00000138433	9541	protein_coding
CIR1P1	ENSG00000253146	NA	processed_pseudogene
CIR1P2	ENSG00000250215	NA	processed_pseudogene
CIR1P3	ENSG00000216708	NA	processed_pseudogene
CIRBP	ENSG00000099622	1153	protein_coding
CIRBP-AS1	ENSG00000267493	NA	lncRNA
CISD1	ENSG00000122873	55847	protein_coding
CISD1P1	ENSG00000213403	NA	processed_pseudogene
CISD2	ENSG00000145354	493856	protein_coding
CISD3	ENSG00000274768	284106	protein_coding
CISD3	ENSG00000277972	284106	protein_coding
CISH	ENSG00000114737	1154	protein_coding
CISTR	ENSG00000260492	NA	lncRNA
CIT	ENSG00000122966	11113	protein_coding
CITED1	ENSG00000125931	4435	protein_coding
CITED2	ENSG00000164442	10370	protein_coding
CITED4	ENSG00000179862	163732	protein_coding
CIZ1	ENSG00000148337	25792	protein_coding
CKAP2	ENSG00000136108	26586	protein_coding
CKAP2L	ENSG00000169607	150468	protein_coding
CKAP2P1	ENSG00000258722	NA	processed_pseudogene
CKAP4	ENSG00000136026	10970	protein_coding
CKAP5	ENSG00000175216	9793	protein_coding
CKB	ENSG00000166165	1152	protein_coding
CKBP1	ENSG00000260889	NA	processed_pseudogene
CKLF	ENSG00000217555	51192	protein_coding
CKLF-CMTM1	ENSG00000254788	100529251	protein_coding
CKM	ENSG00000104879	1158	protein_coding
CKMT1A	ENSG00000223572	548596	protein_coding
CKMT1B	ENSG00000237289	1159	protein_coding
CKMT2	ENSG00000131730	1160	protein_coding
CKMT2-AS1	ENSG00000247572	NA	lncRNA
CKS1B	ENSG00000173207	1163	protein_coding
CKS1BP1	ENSG00000258788	NA	processed_pseudogene
CKS1BP2	ENSG00000225976	NA	processed_pseudogene
CKS1BP3	ENSG00000268942	NA	processed_pseudogene
CKS1BP5	ENSG00000250972	NA	processed_pseudogene
CKS1BP6	ENSG00000178556	NA	processed_pseudogene
CKS1BP7	ENSG00000254331	NA	processed_pseudogene
CKS2	ENSG00000123975	1164	protein_coding
CLASP1	ENSG00000074054	23332	protein_coding
CLASP2	ENSG00000163539	23122	protein_coding
CLASRP	ENSG00000104859	11129	protein_coding
CLBA1	ENSG00000140104	122616	protein_coding
CLC	ENSG00000105205	1178	protein_coding
CLCA1	ENSG00000016490	1179	protein_coding
CLCA2	ENSG00000137975	9635	protein_coding
CLCA3P	ENSG00000153923	NA	transcribed_unprocessed_pseudogene
CLCA4	ENSG00000016602	22802	protein_coding
CLCA4-AS1	ENSG00000236915	NA	lncRNA
CLCC1	ENSG00000121940	23155	protein_coding
CLCF1	ENSG00000175505	23529	protein_coding
CLCN1	ENSG00000188037	1180	protein_coding
CLCN2	ENSG00000114859	1181	protein_coding
CLCN3	ENSG00000109572	1182	protein_coding
CLCN3P1	ENSG00000232000	NA	transcribed_unprocessed_pseudogene
CLCN4	ENSG00000073464	1183	protein_coding
CLCN5	ENSG00000171365	1184	protein_coding
CLCN6	ENSG00000011021	1185	protein_coding
CLCN7	ENSG00000103249	1186	protein_coding
CLCNKA	ENSG00000186510	1187	protein_coding
CLCNKB	ENSG00000184908	1188	protein_coding
CLCP1	ENSG00000232305	NA	processed_pseudogene
CLCP2	ENSG00000226158	NA	processed_pseudogene
CLDN1	ENSG00000163347	9076	protein_coding
CLDN10	ENSG00000134873	9071	protein_coding
CLDN10-AS1	ENSG00000223392	NA	lncRNA
CLDN11	ENSG00000013297	5010	protein_coding
CLDN12	ENSG00000157224	9069	protein_coding
CLDN12	ENSG00000157224	102723899	protein_coding
CLDN14	ENSG00000159261	23562	protein_coding
CLDN15	ENSG00000106404	24146	protein_coding
CLDN16	ENSG00000113946	10686	protein_coding
CLDN17	ENSG00000156282	26285	protein_coding
CLDN18	ENSG00000066405	51208	protein_coding
CLDN19	ENSG00000164007	149461	protein_coding
CLDN2	ENSG00000165376	9075	protein_coding
CLDN20	ENSG00000171217	49861	protein_coding
CLDN22	ENSG00000177300	53842	protein_coding
CLDN23	ENSG00000253958	137075	protein_coding
CLDN23	ENSG00000285098	137075	protein_coding
CLDN24	ENSG00000185758	100132463	protein_coding
CLDN25	ENSG00000228607	644672	protein_coding
CLDN3	ENSG00000165215	1365	protein_coding
CLDN34	ENSG00000234469	100288814	protein_coding
CLDN4	ENSG00000189143	1364	protein_coding
CLDN5	ENSG00000184113	7122	protein_coding
CLDN6	ENSG00000184697	9074	protein_coding
CLDN7	ENSG00000181885	1366	protein_coding
CLDN7	ENSG00000288292	1366	protein_coding
CLDN8	ENSG00000156284	9073	protein_coding
CLDN9	ENSG00000213937	9080	protein_coding
CLDND1	ENSG00000080822	56650	protein_coding
CLDND2	ENSG00000160318	125875	protein_coding
CLEC10A	ENSG00000132514	10462	protein_coding
CLEC11A	ENSG00000105472	6320	protein_coding
CLEC12A	ENSG00000172322	160364	protein_coding
CLEC12A-AS1	ENSG00000231560	NA	lncRNA
CLEC12B	ENSG00000256660	387837	protein_coding
CLEC14A	ENSG00000176435	161198	protein_coding
CLEC16A	ENSG00000038532	23274	protein_coding
CLEC17A	ENSG00000187912	388512	protein_coding
CLEC18A	ENSG00000157322	348174	protein_coding
CLEC18B	ENSG00000140839	497190	protein_coding
CLEC18C	ENSG00000157335	283971	protein_coding
CLEC19A	ENSG00000261210	728276	protein_coding
CLEC1A	ENSG00000150048	51267	protein_coding
CLEC1B	ENSG00000165682	51266	protein_coding
CLEC20A	ENSG00000188585	NA	protein_coding
CLEC2A	ENSG00000188393	387836	protein_coding
CLEC2B	ENSG00000110852	9976	protein_coding
CLEC2D	ENSG00000069493	29121	protein_coding
CLEC2L	ENSG00000236279	154790	protein_coding
CLEC3A	ENSG00000166509	10143	protein_coding
CLEC3B	ENSG00000163815	7123	protein_coding
CLEC4A	ENSG00000111729	50856	protein_coding
CLEC4C	ENSG00000198178	170482	protein_coding
CLEC4D	ENSG00000166527	338339	protein_coding
CLEC4E	ENSG00000166523	26253	protein_coding
CLEC4F	ENSG00000152672	165530	protein_coding
CLEC4G	ENSG00000182566	339390	protein_coding
CLEC4GP1	ENSG00000268297	NA	unprocessed_pseudogene
CLEC4M	ENSG00000104938	10332	protein_coding
CLEC4O	ENSG00000267453	102724279	transcribed_unprocessed_pseudogene
CLEC5A	ENSG00000258227	23601	protein_coding
CLEC6A	ENSG00000205846	93978	protein_coding
CLEC7A	ENSG00000172243	64581	protein_coding
CLEC7A	LRG_179	64581	LRG_gene
CLEC9A	ENSG00000197992	283420	protein_coding
CLECL1	ENSG00000184293	160365	protein_coding
CLGN	ENSG00000153132	1047	protein_coding
CLHC1	ENSG00000162994	130162	protein_coding
CLIC1	ENSG00000206394	1192	protein_coding
CLIC1	ENSG00000213719	1192	protein_coding
CLIC1	ENSG00000223639	1192	protein_coding
CLIC1	ENSG00000226248	1192	protein_coding
CLIC1	ENSG00000226417	1192	protein_coding
CLIC1	ENSG00000226651	1192	protein_coding
CLIC1	ENSG00000230685	1192	protein_coding
CLIC1P1	ENSG00000231313	NA	processed_pseudogene
CLIC2	ENSG00000155962	1193	protein_coding
CLIC3	ENSG00000169583	9022	protein_coding
CLIC4	ENSG00000169504	25932	protein_coding
CLIC4P1	ENSG00000236739	NA	processed_pseudogene
CLIC4P2	ENSG00000269546	NA	processed_pseudogene
CLIC4P3	ENSG00000237931	NA	processed_pseudogene
CLIC5	ENSG00000112782	53405	protein_coding
CLIC6	ENSG00000159212	54102	protein_coding
CLINT1	ENSG00000113282	9685	protein_coding
CLIP1	ENSG00000130779	6249	protein_coding
CLIP1-AS1	ENSG00000257097	NA	lncRNA
CLIP2	ENSG00000106665	7461	protein_coding
CLIP3	ENSG00000105270	25999	protein_coding
CLIP4	ENSG00000115295	79745	protein_coding
CLK1	ENSG00000013441	1195	protein_coding
CLK2	ENSG00000176444	1196	protein_coding
CLK2	ENSG00000261893	1196	protein_coding
CLK2P1	ENSG00000232553	NA	processed_pseudogene
CLK3	ENSG00000179335	1198	protein_coding
CLK3P2	ENSG00000226191	NA	processed_pseudogene
CLK4	ENSG00000113240	57396	protein_coding
CLLU1	ENSG00000257127	NA	lncRNA
CLLU1OS	ENSG00000205057	574016	protein_coding
CLMAT3	ENSG00000249035	NA	lncRNA
CLMN	ENSG00000165959	79789	protein_coding
CLMP	ENSG00000166250	79827	protein_coding
CLN3	ENSG00000188603	1201	protein_coding
CLN3	LRG_689	1201	LRG_gene
CLN5	ENSG00000102805	1203	protein_coding
CLN5	LRG_692	1203	LRG_gene
CLN6	ENSG00000128973	54982	protein_coding
CLN8	ENSG00000182372	2055	protein_coding
CLN8	ENSG00000278220	2055	protein_coding
CLN8	LRG_691	2055	LRG_gene
CLNK	ENSG00000109684	116449	protein_coding
CLNS1A	ENSG00000074201	1207	protein_coding
CLNS1AP1	ENSG00000213335	NA	processed_pseudogene
CLOCK	ENSG00000134852	9575	protein_coding
CLP1	ENSG00000172409	10978	protein_coding
CLPB	ENSG00000162129	81570	protein_coding
CLPB	LRG_1338	81570	LRG_gene
CLPP	ENSG00000125656	8192	protein_coding
CLPS	ENSG00000137392	1208	protein_coding
CLPSL1	ENSG00000204140	340204	protein_coding
CLPSL2	ENSG00000196748	389383	protein_coding
CLPTM1	ENSG00000104853	1209	protein_coding
CLPTM1L	ENSG00000049656	81037	protein_coding
CLPTM1L	ENSG00000274811	81037	protein_coding
CLPTM1LP1	ENSG00000271036	NA	processed_pseudogene
CLPX	ENSG00000166855	10845	protein_coding
CLRN1	ENSG00000163646	7401	protein_coding
CLRN1	LRG_700	7401	LRG_gene
CLRN1-AS1	ENSG00000239265	NA	lncRNA
CLRN2	ENSG00000249581	645104	protein_coding
CLRN3	ENSG00000180745	119467	protein_coding
CLSPN	ENSG00000092853	63967	protein_coding
CLSTN1	ENSG00000171603	22883	protein_coding
CLSTN2	ENSG00000158258	64084	protein_coding
CLSTN2-AS1	ENSG00000250433	NA	lncRNA
CLSTN3	ENSG00000139182	9746	protein_coding
CLSTN3	ENSG00000288427	9746	protein_coding
CLTA	ENSG00000122705	1211	protein_coding
CLTB	ENSG00000175416	1212	protein_coding
CLTC	ENSG00000141367	1213	protein_coding
CLTCL1	ENSG00000070371	8218	protein_coding
CLTRN	ENSG00000147003	57393	protein_coding
CLU	ENSG00000120885	1191	protein_coding
CLUAP1	ENSG00000103351	23059	protein_coding
CLUH	ENSG00000132361	23277	protein_coding
CLUHP1	ENSG00000238191	NA	unprocessed_pseudogene
CLUHP10	ENSG00000282511	NA	unprocessed_pseudogene
CLUHP11	ENSG00000278138	NA	unprocessed_pseudogene
CLUHP2	ENSG00000228945	NA	unprocessed_pseudogene
CLUHP3	ENSG00000131797	NA	transcribed_unprocessed_pseudogene
CLUHP4	ENSG00000249003	NA	unprocessed_pseudogene
CLUHP5	ENSG00000230468	NA	unprocessed_pseudogene
CLUHP6	ENSG00000265279	NA	processed_pseudogene
CLUHP8	ENSG00000258278	NA	unprocessed_pseudogene
CLUL1	ENSG00000079101	27098	protein_coding
CLVS1	ENSG00000177182	157807	protein_coding
CLVS2	ENSG00000146352	134829	protein_coding
CLYBL	ENSG00000125246	171425	protein_coding
CLYBL-AS1	ENSG00000234303	NA	lncRNA
CLYBL-AS2	ENSG00000227659	NA	lncRNA
CMA1	ENSG00000092009	1215	protein_coding
CMAHP	ENSG00000168405	NA	transcribed_unitary_pseudogene
CMAS	ENSG00000111726	55907	protein_coding
CMBL	ENSG00000164237	134147	protein_coding
CMC1	ENSG00000187118	152100	protein_coding
CMC2	ENSG00000103121	56942	protein_coding
CMC4	ENSG00000182712	100272147	protein_coding
CMIP	ENSG00000153815	80790	protein_coding
CMKLR1	ENSG00000174600	1240	protein_coding
CMPK1	ENSG00000162368	51727	protein_coding
CMPK2	ENSG00000134326	129607	protein_coding
CMSS1	ENSG00000184220	84319	protein_coding
CMTM1	ENSG00000089505	113540	protein_coding
CMTM2	ENSG00000140932	146225	protein_coding
CMTM3	ENSG00000140931	123920	protein_coding
CMTM4	ENSG00000183723	146223	protein_coding
CMTM5	ENSG00000166091	116173	protein_coding
CMTM6	ENSG00000091317	54918	protein_coding
CMTM7	ENSG00000153551	112616	protein_coding
CMTM8	ENSG00000170293	152189	protein_coding
CMTR1	ENSG00000137200	23070	protein_coding
CMTR2	ENSG00000180917	55783	protein_coding
CMYA5	ENSG00000164309	202333	protein_coding
CNBD1	ENSG00000176571	168975	protein_coding
CNBD2	ENSG00000149646	140894	protein_coding
CNBP	ENSG00000169714	7555	protein_coding
CNDP1	ENSG00000150656	84735	protein_coding
CNDP2	ENSG00000133313	55748	protein_coding
CNEP1R1	ENSG00000205423	255919	protein_coding
CNFN	ENSG00000105427	84518	protein_coding
CNGA1	ENSG00000198515	1259	protein_coding
CNGA2	ENSG00000183862	1260	protein_coding
CNGA3	ENSG00000144191	1261	protein_coding
CNGA4	ENSG00000132259	1262	protein_coding
CNGB1	ENSG00000070729	1258	protein_coding
CNGB3	ENSG00000170289	54714	protein_coding
CNIH1	ENSG00000100528	10175	protein_coding
CNIH2	ENSG00000174871	254263	protein_coding
CNIH3	ENSG00000143786	149111	protein_coding
CNIH4	ENSG00000143771	29097	protein_coding
CNKSR1	ENSG00000142675	10256	protein_coding
CNKSR2	ENSG00000149970	22866	protein_coding
CNKSR3	ENSG00000153721	154043	protein_coding
CNMD	ENSG00000136110	11061	protein_coding
CNN1	ENSG00000130176	1264	protein_coding
CNN2	ENSG00000064666	1265	protein_coding
CNN2P1	ENSG00000227201	NA	processed_pseudogene
CNN2P10	ENSG00000232223	NA	processed_pseudogene
CNN2P11	ENSG00000237383	NA	processed_pseudogene
CNN2P12	ENSG00000204718	NA	processed_pseudogene
CNN2P12	ENSG00000282611	NA	processed_pseudogene
CNN2P2	ENSG00000227069	NA	processed_pseudogene
CNN2P3	ENSG00000235832	NA	processed_pseudogene
CNN2P4	ENSG00000213816	NA	processed_pseudogene
CNN2P6	ENSG00000213854	NA	processed_pseudogene
CNN2P7	ENSG00000215562	NA	processed_pseudogene
CNN2P8	ENSG00000213355	NA	processed_pseudogene
CNN2P9	ENSG00000213149	NA	processed_pseudogene
CNN3	ENSG00000117519	1266	protein_coding
CNN3P1	ENSG00000218868	NA	processed_pseudogene
CNNM1	ENSG00000119946	26507	protein_coding
CNNM2	ENSG00000148842	54805	protein_coding
CNNM3	ENSG00000168763	26505	protein_coding
CNNM3-DT	ENSG00000273265	NA	lncRNA
CNNM4	ENSG00000158158	26504	protein_coding
CNOT1	ENSG00000125107	23019	protein_coding
CNOT10	ENSG00000182973	25904	protein_coding
CNOT10-AS1	ENSG00000251224	NA	lncRNA
CNOT11	ENSG00000158435	55571	protein_coding
CNOT2	ENSG00000111596	4848	protein_coding
CNOT3	ENSG00000088038	4849	protein_coding
CNOT3	ENSG00000273943	4849	protein_coding
CNOT3	ENSG00000274176	4849	protein_coding
CNOT3	ENSG00000274616	4849	protein_coding
CNOT3	ENSG00000274941	4849	protein_coding
CNOT3	ENSG00000275979	4849	protein_coding
CNOT3	ENSG00000276082	4849	protein_coding
CNOT3	ENSG00000277114	4849	protein_coding
CNOT3	ENSG00000277600	4849	protein_coding
CNOT3	ENSG00000277615	4849	protein_coding
CNOT4	ENSG00000080802	4850	protein_coding
CNOT4P1	ENSG00000236704	NA	processed_pseudogene
CNOT6	ENSG00000113300	57472	protein_coding
CNOT6L	ENSG00000138767	246175	protein_coding
CNOT6LP1	ENSG00000230183	NA	processed_pseudogene
CNOT7	ENSG00000198791	29883	protein_coding
CNOT7P1	ENSG00000233229	NA	processed_pseudogene
CNOT7P2	ENSG00000232185	NA	processed_pseudogene
CNOT8	ENSG00000155508	9337	protein_coding
CNOT9	ENSG00000144580	9125	protein_coding
CNP	ENSG00000173786	1267	protein_coding
CNPPD1	ENSG00000115649	27013	protein_coding
CNPY1	ENSG00000146910	285888	protein_coding
CNPY2	ENSG00000257727	10330	protein_coding
CNPY3	ENSG00000137161	10695	protein_coding
